case_id,source_file,pair_id,pair_type,kind_hint,target_vitals,direction_accuracy,normalized_l2,num_target_vitals,num_missing_predictions,missing_predictions,direction_match,before_vitals,target_vitals_values,predicted_vitals,llm_raw_response,llm_parse_error,llm_api_error,model
dysrhythmia_secondary_to_hyperkalemia,transitions/Cardiology/Dysrhythmia Secondary to Hyperkalemia.json,p4,physiology_response,bronchodilator,"[""HR""]",1.0,1.0,1,0,"{""HR"": false}","{""HR"": true}","{""BP_dia"": 70, ""BP_sys"": 105, ""HR"": 70, ""O2Sat"": 97, ""RR"": 16, ""T"": null}","{""HR"": 90}","{""BP_dia"": 70, ""BP_sys"": 105, ""HR"": 80, ""O2Sat"": 97, ""RR"": 16, ""T"": null}","{""vitals"":{""BP_dia"":null,""BP_sys"":null,""HR"":80,""O2Sat"":null,""RR"":null,""T"":null}}",,,gpt-5.5
nightmares_course_hyperkalemia,transitions/Cardiology/Nightmares Case 7 Hyperkalemia.json,p1,time_progression,no_action,"[""HR"", ""BP_sys"", ""BP_dia""]",1.0,1.469693845669907,3,0,"{""BP_dia"": false, ""BP_sys"": false, ""HR"": false}","{""BP_dia"": true, ""BP_sys"": true, ""HR"": true}","{""BP_dia"": 60, ""BP_sys"": 90, ""HR"": 40, ""O2Sat"": 99, ""RR"": 18, ""T"": 36.5}","{""BP_dia"": 40, ""BP_sys"": 70, ""HR"": 30}","{""BP_dia"": 50, ""BP_sys"": 80, ""HR"": 34, ""O2Sat"": 99, ""RR"": 18, ""T"": 36.5}","{""vitals"":{""BP_dia"":50,""BP_sys"":80,""HR"":34,""O2Sat"":null,""RR"":null,""T"":null}}",,,gpt-5.5
nightmares_course_hyperkalemia,transitions/Cardiology/Nightmares Case 7 Hyperkalemia.json,p2,physiology_response,membrane_stabilization,"[""HR"", ""BP_sys"", ""BP_dia""]",0.6666666666666666,1.118033988749895,3,0,"{""BP_dia"": false, ""BP_sys"": false, ""HR"": false}","{""BP_dia"": true, ""BP_sys"": true, ""HR"": false}","{""BP_dia"": 40, ""BP_sys"": 70, ""HR"": 30, ""O2Sat"": null, ""RR"": null, ""T"": null}","{""BP_dia"": 50, ""BP_sys"": 80, ""HR"": 35}","{""BP_dia"": 50, ""BP_sys"": 85, ""HR"": 45, ""O2Sat"": null, ""RR"": null, ""T"": null}","{""vitals"":{""BP_dia"":50,""BP_sys"":85,""HR"":45,""O2Sat"":null,""RR"":null,""T"":null}}",,,gpt-5.5
nightmares_course_hyperkalemia,transitions/Cardiology/Nightmares Case 7 Hyperkalemia.json,p3,physiology_response,membrane_stabilization,"[""HR"", ""BP_sys"", ""BP_dia""]",1.0,1.2961481396815722,3,0,"{""BP_dia"": false, ""BP_sys"": false, ""HR"": false}","{""BP_dia"": true, ""BP_sys"": true, ""HR"": true}","{""BP_dia"": 50, ""BP_sys"": 80, ""HR"": 35, ""O2Sat"": null, ""RR"": null, ""T"": null}","{""BP_dia"": 60, ""BP_sys"": 100, ""HR"": 55}","{""BP_dia"": 58, ""BP_sys"": 92, ""HR"": 45, ""O2Sat"": null, ""RR"": null, ""T"": null}","{""vitals"":{""BP_dia"":58,""BP_sys"":92,""HR"":45,""O2Sat"":null,""RR"":null,""T"":null}}",,,gpt-5.5
pregnant_cardiomyopathy,transitions/Cardiology/Pregnant Cardiomyopathy.json,p1,physiology_response,oxygen_support,"[""O2Sat""]",1.0,0.8,1,0,"{""O2Sat"": false}","{""O2Sat"": true}","{""BP_dia"": 50, ""BP_sys"": 95, ""HR"": 115, ""O2Sat"": 87, ""RR"": 40, ""T"": 36.5}","{""O2Sat"": 95}","{""BP_dia"": 50, ""BP_sys"": 95, ""HR"": 115, ""O2Sat"": 91, ""RR"": 40, ""T"": 36.5}","{""vitals"":{""BP_dia"":null,""BP_sys"":null,""HR"":null,""O2Sat"":91,""RR"":null,""T"":null}}",,,gpt-5.5
pregnant_cardiomyopathy,transitions/Cardiology/Pregnant Cardiomyopathy.json,p2,physiology_response,airway_management,"[""HR"", ""BP_sys"", ""BP_dia"", ""O2Sat""]",0.5,2.8792360097775935,4,0,"{""BP_dia"": false, ""BP_sys"": false, ""HR"": false, ""O2Sat"": false}","{""BP_dia"": false, ""BP_sys"": true, ""HR"": false, ""O2Sat"": true}","{""BP_dia"": 50, ""BP_sys"": 95, ""HR"": 115, ""O2Sat"": 87, ""RR"": 40, ""T"": 36.5}","{""BP_dia"": 35, ""BP_sys"": 75, ""HR"": 100, ""O2Sat"": 95}","{""BP_dia"": 45, ""BP_sys"": 85, ""HR"": 125, ""O2Sat"": 94, ""RR"": 40, ""T"": 36.5}","{""vitals"":{""BP_dia"":45,""BP_sys"":85,""HR"":125,""O2Sat"":94,""RR"":null,""T"":null}}",,,gpt-5.5
pregnant_cardiomyopathy,transitions/Cardiology/Pregnant Cardiomyopathy.json,p3,physiology_response,vasopressor,"[""BP_sys"", ""BP_dia""]",0.0,1.118033988749895,2,0,"{""BP_dia"": false, ""BP_sys"": false}","{""BP_dia"": false, ""BP_sys"": false}","{""BP_dia"": 35, ""BP_sys"": 75, ""HR"": 100, ""O2Sat"": 95, ""RR"": null, ""T"": null}","{""BP_dia"": 40, ""BP_sys"": 80}","{""BP_dia"": 45, ""BP_sys"": 90, ""HR"": 100, ""O2Sat"": 95, ""RR"": null, ""T"": null}","{""vitals"":{""BP_dia"":45,""BP_sys"":90,""HR"":null,""O2Sat"":null,""RR"":null,""T"":null}}",,,gpt-5.5
pregnant_cardiomyopathy,transitions/Cardiology/Pregnant Cardiomyopathy.json,p4,physiology_response,inotrope,"[""HR"", ""BP_sys"", ""BP_dia"", ""RR"", ""O2Sat""]",0.8,4.696807426326951,5,0,"{""BP_dia"": false, ""BP_sys"": false, ""HR"": false, ""O2Sat"": false, ""RR"": false}","{""BP_dia"": true, ""BP_sys"": true, ""HR"": false, ""O2Sat"": true, ""RR"": true}","{""BP_dia"": 35, ""BP_sys"": 75, ""HR"": 100, ""O2Sat"": 95, ""RR"": 40, ""T"": null}","{""BP_dia"": 70, ""BP_sys"": 100, ""HR"": 80, ""O2Sat"": 95, ""RR"": 20}","{""BP_dia"": 45, ""BP_sys"": 90, ""HR"": 115, ""O2Sat"": 95, ""RR"": 28, ""T"": null}","{""vitals"":{""BP_dia"":45,""BP_sys"":90,""HR"":115,""O2Sat"":95,""RR"":28,""T"":null}}",,,gpt-5.5
subarachnoid_hemorrhage,transitions/Communication/Critical Care 1 – Subarachnoid Hemorrhage.json,p1,time_progression,no_action,"[""HR"", ""BP_sys"", ""BP_dia"", ""RR"", ""O2Sat"", ""T""]",0.5,10.833282051160673,6,0,"{""BP_dia"": false, ""BP_sys"": false, ""HR"": false, ""O2Sat"": false, ""RR"": false, ""T"": false}","{""BP_dia"": false, ""BP_sys"": false, ""HR"": false, ""O2Sat"": true, ""RR"": true, ""T"": true}","{""BP_dia"": 95, ""BP_sys"": 170, ""HR"": 110, ""O2Sat"": 92, ""RR"": 12, ""T"": 37.4}","{""BP_dia"": 50, ""BP_sys"": 80, ""HR"": 100, ""O2Sat"": 92, ""RR"": 12, ""T"": 37.4}","{""BP_dia"": 98, ""BP_sys"": 176, ""HR"": 114, ""O2Sat"": 90, ""RR"": 11, ""T"": 37.4}","{""vitals"":{""BP_dia"":98,""BP_sys"":176,""HR"":114,""O2Sat"":90,""RR"":11,""T"":37.4}}",,,gpt-5.5
subarachnoid_hemorrhage,transitions/Communication/Critical Care 1 – Subarachnoid Hemorrhage.json,p2,physiology_response,fluid_bolus,"[""BP_sys""]",1.0,0.0,1,0,"{""BP_sys"": false}","{""BP_sys"": true}","{""BP_dia"": 50, ""BP_sys"": 80, ""HR"": 100, ""O2Sat"": 92, ""RR"": 12, ""T"": 37.4}","{""BP_sys"": 90}","{""BP_dia"": 50, ""BP_sys"": 90, ""HR"": 100, ""O2Sat"": 92, ""RR"": 12, ""T"": 37.4}","{""vitals"":{""BP_dia"":null,""BP_sys"":90,""HR"":null,""O2Sat"":null,""RR"":null,""T"":null}}",,,gpt-5.5
subarachnoid_hemorrhage,transitions/Communication/Critical Care 1 – Subarachnoid Hemorrhage.json,p3,physiology_response,vasopressor,"[""BP_sys""]",1.0,1.0,1,0,"{""BP_sys"": false}","{""BP_sys"": true}","{""BP_dia"": 50, ""BP_sys"": 80, ""HR"": 100, ""O2Sat"": 92, ""RR"": 12, ""T"": 37.4}","{""BP_sys"": 90}","{""BP_dia"": 50, ""BP_sys"": 100, ""HR"": 100, ""O2Sat"": 92, ""RR"": 12, ""T"": 37.4}","{""vitals"":{""BP_dia"":null,""BP_sys"":100,""HR"":null,""O2Sat"":null,""RR"":null,""T"":null}}",,,gpt-5.5
subarachnoid_hemorrhage,transitions/Communication/Critical Care 1 – Subarachnoid Hemorrhage.json,p4,time_progression,no_action,"[""HR"", ""RR"", ""O2Sat"", ""T""]",1.0,0.48989794855663565,4,0,"{""HR"": false, ""O2Sat"": false, ""RR"": false, ""T"": false}","{""HR"": true, ""O2Sat"": true, ""RR"": true, ""T"": true}","{""BP_dia"": 50, ""BP_sys"": 80, ""HR"": 100, ""O2Sat"": 92, ""RR"": 12, ""T"": 37.4}","{""HR"": 110, ""O2Sat"": 87, ""RR"": 12, ""T"": 37.4}","{""BP_dia"": 50, ""BP_sys"": 80, ""HR"": 108, ""O2Sat"": 88, ""RR"": 10, ""T"": 37.4}","{""vitals"":{""BP_dia"":null,""BP_sys"":null,""HR"":108,""O2Sat"":88,""RR"":10,""T"":37.4}}",,,gpt-5.5
subarachnoid_hemorrhage,transitions/Communication/Critical Care 1 – Subarachnoid Hemorrhage.json,p5,physiology_response,oxygen_support,"[""O2Sat""]",0.0,1.2,1,0,"{""O2Sat"": false}","{""O2Sat"": false}","{""BP_dia"": null, ""BP_sys"": null, ""HR"": 110, ""O2Sat"": 87, ""RR"": 12, ""T"": 37.4}","{""O2Sat"": 88}","{""BP_dia"": null, ""BP_sys"": null, ""HR"": 110, ""O2Sat"": 94, ""RR"": 12, ""T"": 37.4}","{""vitals"":{""BP_dia"":null,""BP_sys"":null,""HR"":110,""O2Sat"":94,""RR"":12,""T"":37.4}}",,,gpt-5.5
subarachnoid_hemorrhage,transitions/Communication/Critical Care 1 – Subarachnoid Hemorrhage.json,p6,physiology_response,oxygen_support,"[""O2Sat""]",1.0,0.8,1,0,"{""O2Sat"": false}","{""O2Sat"": true}","{""BP_dia"": null, ""BP_sys"": null, ""HR"": 110, ""O2Sat"": 87, ""RR"": 12, ""T"": 37.4}","{""O2Sat"": 92}","{""BP_dia"": null, ""BP_sys"": null, ""HR"": 110, ""O2Sat"": 96, ""RR"": 12, ""T"": 37.4}","{""vitals"":{""BP_dia"":null,""BP_sys"":null,""HR"":110,""O2Sat"":96,""RR"":12,""T"":37.4}}",,,gpt-5.5
subarachnoid_hemorrhage,transitions/Communication/Critical Care 1 – Subarachnoid Hemorrhage.json,p7,physiology_response,oral_airway,"[""O2Sat""]",0.0,1.6,1,0,"{""O2Sat"": false}","{""O2Sat"": false}","{""BP_dia"": null, ""BP_sys"": null, ""HR"": 110, ""O2Sat"": 87, ""RR"": 12, ""T"": 37.4}","{""O2Sat"": 97}","{""BP_dia"": null, ""BP_sys"": null, ""HR"": 110, ""O2Sat"": 89, ""RR"": 12, ""T"": 37.4}","{""vitals"":{""BP_dia"":null,""BP_sys"":null,""HR"":110,""O2Sat"":89,""RR"":12,""T"":37.4}}",,,gpt-5.5
subarachnoid_hemorrhage,transitions/Communication/Critical Care 1 – Subarachnoid Hemorrhage.json,p8,physiology_response,airway_management,"[""HR"", ""BP_sys"", ""BP_dia"", ""RR"", ""O2Sat"", ""T""]",0.5,8.91852005660132,6,0,"{""BP_dia"": false, ""BP_sys"": false, ""HR"": false, ""O2Sat"": false, ""RR"": false, ""T"": false}","{""BP_dia"": false, ""BP_sys"": false, ""HR"": false, ""O2Sat"": true, ""RR"": true, ""T"": true}","{""BP_dia"": 50, ""BP_sys"": 90, ""HR"": 110, ""O2Sat"": 87, ""RR"": 12, ""T"": 37.4}","{""BP_dia"": 90, ""BP_sys"": 165, ""HR"": 120, ""O2Sat"": 98, ""RR"": 16, ""T"": 37.4}","{""BP_dia"": 48, ""BP_sys"": 88, ""HR"": 105, ""O2Sat"": 95, ""RR"": 16, ""T"": 37.4}","{""vitals"":{""BP_dia"":48,""BP_sys"":88,""HR"":105,""O2Sat"":95,""RR"":16,""T"":37.4}}",,,gpt-5.5
polytrauma_for_team_communication,transitions/Communication/Polytrauma for Team Communication.json,p1,time_progression,no_action,"[""HR"", ""BP_sys"", ""BP_dia"", ""RR"", ""O2Sat""]",0.2,2.0074859899884734,5,0,"{""BP_dia"": false, ""BP_sys"": false, ""HR"": false, ""O2Sat"": false, ""RR"": false}","{""BP_dia"": false, ""BP_sys"": false, ""HR"": false, ""O2Sat"": true, ""RR"": false}","{""BP_dia"": 65, ""BP_sys"": 110, ""HR"": 120, ""O2Sat"": 92, ""RR"": 28, ""T"": 36.6}","{""BP_dia"": 65, ""BP_sys"": 110, ""HR"": 125, ""O2Sat"": 86, ""RR"": 28}","{""BP_dia"": 58, ""BP_sys"": 95, ""HR"": 132, ""O2Sat"": 88, ""RR"": 32, ""T"": 36.6}","{""vitals"":{""O2Sat"":88,""RR"":32,""T"":null,""BP_dia"":58,""BP_sys"":95,""HR"":132}}",,,gpt-5.5
polytrauma_for_team_communication,transitions/Communication/Polytrauma for Team Communication.json,p2,physiology_response,airway_management,"[""HR"", ""BP_sys"", ""BP_dia"", ""O2Sat""]",0.5,2.9,4,0,"{""BP_dia"": false, ""BP_sys"": false, ""HR"": false, ""O2Sat"": false}","{""BP_dia"": false, ""BP_sys"": true, ""HR"": false, ""O2Sat"": true}","{""BP_dia"": 65, ""BP_sys"": 110, ""HR"": 125, ""O2Sat"": 86, ""RR"": 28, ""T"": null}","{""BP_dia"": 50, ""BP_sys"": 75, ""HR"": 110, ""O2Sat"": 90}","{""BP_dia"": 60, ""BP_sys"": 100, ""HR"": 120, ""O2Sat"": 92, ""RR"": 28, ""T"": null}","{""vitals"":{""O2Sat"":92,""RR"":null,""T"":null,""BP_dia"":60,""BP_sys"":100,""HR"":120}}",,,gpt-5.5
polytrauma_for_team_communication,transitions/Communication/Polytrauma for Team Communication.json,p3,physiology_response,tube_thoracostomy,"[""O2Sat""]",1.0,0.4,1,0,"{""O2Sat"": false}","{""O2Sat"": true}","{""BP_dia"": 50, ""BP_sys"": 75, ""HR"": 110, ""O2Sat"": 90, ""RR"": 12, ""T"": null}","{""O2Sat"": 96}","{""BP_dia"": 50, ""BP_sys"": 75, ""HR"": 110, ""O2Sat"": 94, ""RR"": 12, ""T"": null}","{""vitals"":{""BP_dia"":null,""BP_sys"":null,""HR"":null,""O2Sat"":94,""RR"":null,""T"":null}}",,,gpt-5.5
adrenal_crisis,transitions/Endocrine/Adrenal Crisis.json,p1,physiology_response,fluid_bolus,"[""HR""]",0.0,0.7,1,0,"{""HR"": false}","{""HR"": false}","{""BP_dia"": 40, ""BP_sys"": 80, ""HR"": 125, ""O2Sat"": 98, ""RR"": 18, ""T"": 35}","{""HR"": 115}","{""BP_dia"": 40, ""BP_sys"": 80, ""HR"": 122, ""O2Sat"": 98, ""RR"": 18, ""T"": 35}","{""vitals"":{""BP_dia"":null,""BP_sys"":null,""HR"":122,""O2Sat"":null,""RR"":null,""T"":null}}",,,gpt-5.5
adrenal_crisis,transitions/Endocrine/Adrenal Crisis.json,p2,physiology_response,fluid_bolus,"[""HR""]",0.0,1.5,1,0,"{""HR"": false}","{""HR"": false}","{""BP_dia"": 40, ""BP_sys"": 80, ""HR"": 125, ""O2Sat"": 98, ""RR"": 18, ""T"": 35}","{""HR"": 110}","{""BP_dia"": 40, ""BP_sys"": 80, ""HR"": 125, ""O2Sat"": 98, ""RR"": 18, ""T"": 35}","{""vitals"":{""BP_dia"":null,""BP_sys"":null,""HR"":125,""O2Sat"":null,""RR"":null,""T"":null}}",,,gpt-5.5
adrenal_crisis,transitions/Endocrine/Adrenal Crisis.json,p3,time_progression,no_action,"[""HR"", ""O2Sat""]",0.0,2.0,2,0,"{""HR"": false, ""O2Sat"": false}","{""HR"": false, ""O2Sat"": false}","{""BP_dia"": 40, ""BP_sys"": 80, ""HR"": 125, ""O2Sat"": 98, ""RR"": 18, ""T"": 35}","{""HR"": 140, ""O2Sat"": 90}","{""BP_dia"": 40, ""BP_sys"": 80, ""HR"": 128, ""O2Sat"": 98, ""RR"": 18, ""T"": 35}","{""vitals"":{""BP_dia"":null,""BP_sys"":null,""HR"":128,""O2Sat"":98,""RR"":null,""T"":null}}",,,gpt-5.5
adrenal_crisis,transitions/Endocrine/Adrenal Crisis.json,p4,physiology_response,corticosteroid,"[""BP_sys"", ""BP_dia""]",0.5,1.7,2,0,"{""BP_dia"": false, ""BP_sys"": false}","{""BP_dia"": false, ""BP_sys"": true}","{""BP_dia"": 40, ""BP_sys"": 85, ""HR"": 110, ""O2Sat"": null, ""RR"": null, ""T"": null}","{""BP_dia"": 60, ""BP_sys"": 100}","{""BP_dia"": 45, ""BP_sys"": 92, ""HR"": 110, ""O2Sat"": null, ""RR"": null, ""T"": null}","{""vitals"":{""BP_dia"":45,""BP_sys"":92,""HR"":null,""O2Sat"":null,""RR"":null,""T"":null}}",,,gpt-5.5
adrenal_crisis,transitions/Endocrine/Adrenal Crisis.json,p5,time_progression,no_action,"[""HR""]",1.0,6.0,1,0,"{""HR"": false}","{""HR"": true}","{""BP_dia"": 40, ""BP_sys"": 85, ""HR"": 110, ""O2Sat"": null, ""RR"": null, ""T"": null}","{""HR"": 180}","{""BP_dia"": 40, ""BP_sys"": 85, ""HR"": 120, ""O2Sat"": null, ""RR"": null, ""T"": null}","{""vitals"":{""RR"":null,""T"":null,""BP_dia"":null,""BP_sys"":null,""HR"":120,""O2Sat"":null}}",,,gpt-5.5
pediatric_dka_decreased_loc,transitions/Endocrine/DKA.json,p1,physiology_response,fluid_bolus,"[""HR"", ""BP_sys"", ""BP_dia""]",1.0,0.7071067811865476,3,0,"{""BP_dia"": false, ""BP_sys"": false, ""HR"": false}","{""BP_dia"": true, ""BP_sys"": true, ""HR"": true}","{""BP_dia"": 50, ""BP_sys"": 90, ""HR"": 140, ""O2Sat"": 99, ""RR"": 34, ""T"": 36.5}","{""BP_dia"": 50, ""BP_sys"": 90, ""HR"": 130}","{""BP_dia"": 55, ""BP_sys"": 95, ""HR"": 130, ""O2Sat"": 99, ""RR"": 34, ""T"": 36.5}","{""vitals"":{""BP_dia"":55,""BP_sys"":95,""HR"":130,""O2Sat"":null,""RR"":null,""T"":null}}",,,gpt-5.5
pediatric_dka_decreased_loc,transitions/Endocrine/DKA.json,p2,time_progression,no_action,"[""HR"", ""BP_sys"", ""BP_dia"", ""RR"", ""O2Sat"", ""T""]",0.6666666666666666,3.0,6,0,"{""BP_dia"": false, ""BP_sys"": false, ""HR"": false, ""O2Sat"": false, ""RR"": false, ""T"": false}","{""BP_dia"": false, ""BP_sys"": true, ""HR"": true, ""O2Sat"": true, ""RR"": false, ""T"": true}","{""BP_dia"": 50, ""BP_sys"": 90, ""HR"": 140, ""O2Sat"": 99, ""RR"": 34, ""T"": 36.5}","{""BP_dia"": 30, ""BP_sys"": 60, ""HR"": 150, ""O2Sat"": 99, ""RR"": 34, ""T"": 36.5}","{""BP_dia"": 46, ""BP_sys"": 84, ""HR"": 150, ""O2Sat"": 98, ""RR"": 38, ""T"": 36.5}","{""vitals"":{""BP_dia"":46,""BP_sys"":84,""HR"":150,""O2Sat"":98,""RR"":38,""T"":36.5}}",,,gpt-5.5
pediatric_dka_decreased_loc,transitions/Endocrine/DKA.json,p3,time_progression,no_action,"[""O2Sat""]",0.0,1.8,1,0,"{""O2Sat"": false}","{""O2Sat"": false}","{""BP_dia"": 30, ""BP_sys"": 60, ""HR"": 150, ""O2Sat"": 99, ""RR"": 34, ""T"": 36.5}","{""O2Sat"": 88}","{""BP_dia"": 30, ""BP_sys"": 60, ""HR"": 150, ""O2Sat"": 97, ""RR"": 34, ""T"": 36.5}","{""vitals"":{""BP_dia"":null,""BP_sys"":null,""HR"":null,""O2Sat"":97,""RR"":null,""T"":null}}",,,gpt-5.5
pediatric_dka_decreased_loc,transitions/Endocrine/DKA.json,p4,physiology_response,airway_management,"[""T""]",1.0,0.0,1,0,"{""T"": false}","{""T"": true}","{""BP_dia"": 30, ""BP_sys"": 60, ""HR"": 150, ""O2Sat"": 99, ""RR"": 34, ""T"": 36.5}","{""T"": 36.5}","{""BP_dia"": 30, ""BP_sys"": 60, ""HR"": 150, ""O2Sat"": 99, ""RR"": 34, ""T"": 36.5}","{""vitals"":{""BP_dia"":null,""BP_sys"":null,""HR"":null,""O2Sat"":null,""RR"":null,""T"":36.5}}",,,gpt-5.5
pediatric_dka_decreased_loc,transitions/Endocrine/DKA.json,p5,physiology_response,airway_management,"[""HR"", ""BP_sys"", ""BP_dia"", ""RR"", ""O2Sat"", ""T""]",0.3333333333333333,4.440720662234904,6,0,"{""BP_dia"": false, ""BP_sys"": false, ""HR"": false, ""O2Sat"": false, ""RR"": false, ""T"": false}","{""BP_dia"": false, ""BP_sys"": false, ""HR"": false, ""O2Sat"": true, ""RR"": false, ""T"": true}","{""BP_dia"": 30, ""BP_sys"": 60, ""HR"": 150, ""O2Sat"": 99, ""RR"": 34, ""T"": 36.5}","{""BP_dia"": 50, ""BP_sys"": 90, ""HR"": 140, ""O2Sat"": 99, ""RR"": 34, ""T"": 36.5}","{""BP_dia"": 28, ""BP_sys"": 58, ""HR"": 148, ""O2Sat"": 99, ""RR"": 24, ""T"": 36.5}","{""vitals"":{""BP_dia"":28,""BP_sys"":58,""HR"":148,""O2Sat"":99,""RR"":24,""T"":36.5}}",,,gpt-5.5
hyponatremic_seizure,transitions/Endocrine/Hyponatremic Seizure.json,p1,physiology_response,fluid_bolus,"[""BP_sys"", ""BP_dia""]",1.0,0.5,2,0,"{""BP_dia"": false, ""BP_sys"": false}","{""BP_dia"": true, ""BP_sys"": true}","{""BP_dia"": 60, ""BP_sys"": 90, ""HR"": 95, ""O2Sat"": 96, ""RR"": 12, ""T"": 36.4}","{""BP_dia"": 60, ""BP_sys"": 100}","{""BP_dia"": 65, ""BP_sys"": 100, ""HR"": 95, ""O2Sat"": 96, ""RR"": 12, ""T"": 36.4}","{""vitals"":{""BP_dia"":65,""BP_sys"":100,""HR"":null,""O2Sat"":null,""RR"":null,""T"":null}}",,,gpt-5.5
hyponatremic_seizure,transitions/Endocrine/Hyponatremic Seizure.json,p2,time_progression,no_action,"[""HR"", ""BP_sys"", ""BP_dia"", ""O2Sat""]",0.0,8.82156448709638,4,0,"{""BP_dia"": false, ""BP_sys"": false, ""HR"": false, ""O2Sat"": false}","{""BP_dia"": false, ""BP_sys"": false, ""HR"": false, ""O2Sat"": false}","{""BP_dia"": 60, ""BP_sys"": 90, ""HR"": 95, ""O2Sat"": 96, ""RR"": 12, ""T"": 36.4}","{""BP_dia"": 95, ""BP_sys"": 155, ""HR"": 140, ""O2Sat"": 86}","{""BP_dia"": 58, ""BP_sys"": 88, ""HR"": 100, ""O2Sat"": 95, ""RR"": 12, ""T"": 36.4}","{""vitals"":{""BP_dia"":58,""BP_sys"":88,""HR"":100,""O2Sat"":95,""RR"":null,""T"":null}}",,,gpt-5.5
hyponatremic_seizure,transitions/Endocrine/Hyponatremic Seizure.json,p3,physiology_response,electrolyte_correction,"[""HR"", ""BP_sys"", ""BP_dia"", ""RR"", ""O2Sat""]",0.0,7.519308478842985,5,1,"{""BP_dia"": false, ""BP_sys"": false, ""HR"": false, ""O2Sat"": false, ""RR"": true}","{""BP_dia"": false, ""BP_sys"": false, ""HR"": false, ""O2Sat"": false, ""RR"": false}","{""BP_dia"": 95, ""BP_sys"": 155, ""HR"": 140, ""O2Sat"": 86, ""RR"": null, ""T"": null}","{""BP_dia"": 65, ""BP_sys"": 95, ""HR"": 100, ""O2Sat"": 91, ""RR"": 6}","{""BP_dia"": 94, ""BP_sys"": 154, ""HR"": 136, ""O2Sat"": 88, ""RR"": null, ""T"": null}","{""vitals"":{""BP_dia"":94,""BP_sys"":154,""HR"":136,""O2Sat"":88,""RR"":null,""T"":null}}",,,gpt-5.5
hyponatremic_seizure,transitions/Endocrine/Hyponatremic Seizure.json,p4,time_progression,no_action,"[""HR"", ""BP_sys"", ""BP_dia"", ""O2Sat""]",0.5,8.230431337420901,4,0,"{""BP_dia"": false, ""BP_sys"": false, ""HR"": false, ""O2Sat"": false}","{""BP_dia"": false, ""BP_sys"": false, ""HR"": true, ""O2Sat"": true}","{""BP_dia"": 65, ""BP_sys"": 95, ""HR"": 100, ""O2Sat"": 91, ""RR"": 6, ""T"": null}","{""BP_dia"": 95, ""BP_sys"": 155, ""HR"": 140, ""O2Sat"": 86}","{""BP_dia"": 58, ""BP_sys"": 88, ""HR"": 110, ""O2Sat"": 84, ""RR"": 6, ""T"": null}","{""vitals"":{""BP_dia"":58,""BP_sys"":88,""HR"":110,""O2Sat"":84,""RR"":null,""T"":null}}",,,gpt-5.5
hyponatremic_seizure,transitions/Endocrine/Hyponatremic Seizure.json,p5,physiology_response,airway_management,"[""HR"", ""BP_sys"", ""BP_dia"", ""O2Sat""]",1.0,4.149698784249286,4,0,"{""BP_dia"": false, ""BP_sys"": false, ""HR"": false, ""O2Sat"": false}","{""BP_dia"": true, ""BP_sys"": true, ""HR"": true, ""O2Sat"": true}","{""BP_dia"": 95, ""BP_sys"": 155, ""HR"": 140, ""O2Sat"": 86, ""RR"": 0, ""T"": null}","{""BP_dia"": 75, ""BP_sys"": 110, ""HR"": 110, ""O2Sat"": 93}","{""BP_dia"": 88, ""BP_sys"": 145, ""HR"": 128, ""O2Sat"": 94, ""RR"": 0, ""T"": null}","{""vitals"":{""BP_dia"":88,""BP_sys"":145,""HR"":128,""O2Sat"":94,""RR"":null,""T"":null}}",,,gpt-5.5
pediatric_dka_2016,transitions/Endocrine/Pediatric DKA.json,p1,physiology_response,fluid_bolus,"[""HR"", ""BP_sys"", ""BP_dia""]",0.6666666666666666,1.5132745950421556,3,0,"{""BP_dia"": false, ""BP_sys"": false, ""HR"": false}","{""BP_dia"": true, ""BP_sys"": true, ""HR"": false}","{""BP_dia"": 60, ""BP_sys"": 90, ""HR"": 140, ""O2Sat"": 99, ""RR"": 34, ""T"": 38.5}","{""BP_dia"": 60, ""BP_sys"": 95, ""HR"": 120}","{""BP_dia"": 62, ""BP_sys"": 95, ""HR"": 135, ""O2Sat"": 99, ""RR"": 34, ""T"": 38.5}","{""vitals"":{""BP_dia"":62,""BP_sys"":95,""HR"":135,""O2Sat"":null,""RR"":null,""T"":null}}",,,gpt-5.5
pediatric_dka_2016,transitions/Endocrine/Pediatric DKA.json,p2,time_progression,no_action,"[""HR"", ""BP_sys"", ""BP_dia"", ""RR"", ""O2Sat""]",0.4,2.2891046284519194,5,0,"{""BP_dia"": false, ""BP_sys"": false, ""HR"": false, ""O2Sat"": false, ""RR"": false}","{""BP_dia"": false, ""BP_sys"": true, ""HR"": false, ""O2Sat"": true, ""RR"": false}","{""BP_dia"": 60, ""BP_sys"": 95, ""HR"": 120, ""O2Sat"": 99, ""RR"": 34, ""T"": 38.5}","{""BP_dia"": 50, ""BP_sys"": 90, ""HR"": 110, ""O2Sat"": 98, ""RR"": 28}","{""BP_dia"": 58, ""BP_sys"": 92, ""HR"": 124, ""O2Sat"": 99, ""RR"": 36, ""T"": 38.5}","{""vitals"":{""BP_dia"":58,""BP_sys"":92,""HR"":124,""O2Sat"":99,""RR"":36,""T"":null}}",,,gpt-5.5
